date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:16:40	127864/127864	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:39%20GMT	https://www.ffu-cleanroom.com/supplier-4412028-laminar-flow-hood	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/supplier-4412028-laminar-flow-hood.html	(from https://www.ffu-cleanroom.com/)
11:16:40	128109/128109	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:40%20GMT	https://www.ffu-cleanroom.com/supplier-4636633-stainless-steel-hand-wash-sink	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/supplier-4636633-stainless-steel-hand-wash-sink.html	(from https://www.ffu-cleanroom.com/)
11:16:40	124348/124348	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:40%20GMT	https://www.ffu-cleanroom.com/supplier-4412038-cleanroom-steel-door	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/supplier-4412038-cleanroom-steel-door.html	(from https://www.ffu-cleanroom.com/)
11:16:41	119290/119290	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:40%20GMT	https://www.ffu-cleanroom.com/supplier-4766060-hepa-box	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/supplier-4766060-hepa-box.html	(from https://www.ffu-cleanroom.com/)
11:16:41	116483/116483	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:41%20GMT	https://www.ffu-cleanroom.com/supplier-4766786-clean-wardrobe	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/supplier-4766786-clean-wardrobe.html	(from https://www.ffu-cleanroom.com/)
11:16:42	117291/117291	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:41%20GMT	https://www.ffu-cleanroom.com/supplier-4767466-fast-rolling-door	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/supplier-4767466-fast-rolling-door.html	(from https://www.ffu-cleanroom.com/)
11:16:42	111164/111164	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:41%20GMT	https://www.ffu-cleanroom.com/supplier-4767742-air-disinfection-screen	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/supplier-4767742-air-disinfection-screen.html	(from https://www.ffu-cleanroom.com/)
11:16:42	111335/111335	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:42%20GMT	https://www.ffu-cleanroom.com/video.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/video.html	(from https://www.ffu-cleanroom.com/)
11:16:43	111710/111710	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:42%20GMT	https://www.ffu-cleanroom.com/aboutus.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/aboutus.html	(from https://www.ffu-cleanroom.com/)
11:16:43	101059/101059	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:43%20GMT	https://www.ffu-cleanroom.com/factory.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/factory.html	(from https://www.ffu-cleanroom.com/)
11:16:43	100012/100012	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:43%20GMT	https://www.ffu-cleanroom.com/quality.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/quality.html	(from https://www.ffu-cleanroom.com/)
11:16:44	102825/102825	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:43%20GMT	https://www.ffu-cleanroom.com/contactus.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/contactus.html	(from https://www.ffu-cleanroom.com/)
11:16:44	106624/106624	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:43%20GMT	https://www.ffu-cleanroom.com/news.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/news.html	(from https://www.ffu-cleanroom.com/)
11:16:44	110007/110007	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:44%20GMT	https://www.ffu-cleanroom.com/cases.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/cases.html	(from https://www.ffu-cleanroom.com/)
11:16:45	95465/95465	---M--	200	added ('OK')	image/jpeg	etag:%22681ceeab-174e9%22	https://www.ffu-cleanroom.com/photo/cl205674243-ffu_cleanroom.jpg	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/photo/cl205674243-ffu_cleanroom.jpg	(from https://www.ffu-cleanroom.com/)
11:16:45	78166/78166	---M--	200	added ('OK')	image/jpeg	etag:%22681ceeaa-13156%22	https://www.ffu-cleanroom.com/photo/cl205674209-laminar_flow_hood.jpg	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/photo/cl205674209-laminar_flow_hood.jpg	(from https://www.ffu-cleanroom.com/)
11:16:45	74114/74114	---M--	200	added ('OK')	image/jpeg	etag:%22681ceeaa-12182%22	https://www.ffu-cleanroom.com/photo/cl205674242-clean_room_pass_box.jpg	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/photo/cl205674242-clean_room_pass_box.jpg	(from https://www.ffu-cleanroom.com/)
11:16:46	72723/72723	---M--	200	added ('OK')	image/jpeg	etag:%22681ceeaa-11c13%22	https://www.ffu-cleanroom.com/photo/cl205674241-air_shower_room.jpg	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/photo/cl205674241-air_shower_room.jpg	(from https://www.ffu-cleanroom.com/)
11:16:47	156501/156501	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:46%20GMT	https://www.ffu-cleanroom.com/quality-52835491-ac-dual-fan-ffu-redundant-airflow-system-pharmaceutical-grade-hepa-filtration-24-7-critical-environm	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/quality-52835491-ac-dual-fan-ffu-redundant-airflow-system-pharmaceutical-grade-hepa-filtration-24-7-critical-environm.html	(from https://www.ffu-cleanroom.com/)
11:16:47	86398/86398	---M--	200	added ('OK')	image/jpeg	etag:%2267fd311c-1517e%22	https://www.ffu-cleanroom.com/photo/cl205201125-modular_clean_room.jpg	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/photo/cl205201125-modular_clean_room.jpg	(from https://www.ffu-cleanroom.com/)
11:16:47	3132/3132	---M--	200	added ('OK')	image/gif	etag:%226541b9cc-c3c%22	https://www.ffu-cleanroom.com/images/load_icon.gif	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/images/load_icon.gif	(from https://www.ffu-cleanroom.com/)
11:16:48	164590/164590	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:47%20GMT	https://www.ffu-cleanroom.com/quality-52838730-ultra-thin-ffu-low-profile-cleanroom-air-system-for-medical-labs-space-saving-hepa-filtration-quiet-	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/quality-52838730-ultra-thin-ffu-low-profile-cleanroom-air-system-for-medical-labs-space-saving-hepa-filtration-quiet-.html	(from https://www.ffu-cleanroom.com/)
11:16:48	163057/163057	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:47%20GMT	https://www.ffu-cleanroom.com/quality-52838750-high-volume-steel-fan-filter-unit-industrial-grade-air-filtration-for-harsh-environments	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/quality-52838750-high-volume-steel-fan-filter-unit-industrial-grade-air-filtration-for-harsh-environments.html	(from https://www.ffu-cleanroom.com/)
11:16:48	193449/193449	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:48%20GMT	https://www.ffu-cleanroom.com/sale-42651980-oem-odm-acceptable-ffu-cleanroom-2x4-hepa-fan-filter-unit-for-laboratories.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42651980-oem-odm-acceptable-ffu-cleanroom-2x4-hepa-fan-filter-unit-for-laboratories.html	(from https://www.ffu-cleanroom.com/)
11:16:49	145844/145844	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:48%20GMT	https://www.ffu-cleanroom.com/quality-52299177-iso-14644-air-shower-304-stainless-steel-dual-jets-compact-single-person-design	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/quality-52299177-iso-14644-air-shower-304-stainless-steel-dual-jets-compact-single-person-design.html	(from https://www.ffu-cleanroom.com/)
11:16:49	150924/150924	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:48%20GMT	https://www.ffu-cleanroom.com/quality-52352636-dual-person-air-shower-with-double-airflow-201-stainless-steel-for-pharma-labs	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/quality-52352636-dual-person-air-shower-with-double-airflow-201-stainless-steel-for-pharma-labs.html	(from https://www.ffu-cleanroom.com/)
11:16:49	141313/141313	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:49%20GMT	https://www.ffu-cleanroom.com/quality-52735272-anti-collision-air-shower-room-with-radar-sensors-din75200-fireproof-certification	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/quality-52735272-anti-collision-air-shower-room-with-radar-sensors-din75200-fireproof-certification.html	(from https://www.ffu-cleanroom.com/)
11:16:50	158849/158849	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:49%20GMT	https://www.ffu-cleanroom.com/sale-52290902-iso-certified-dual-person-air-shower-auto-door-201-stainless-1600x1500x2100mm-rapid-airflow.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-52290902-iso-certified-dual-person-air-shower-auto-door-201-stainless-1600x1500x2100mm-rapid-airflow.html	(from https://www.ffu-cleanroom.com/)
11:16:50	164083/164083	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:49%20GMT	https://www.ffu-cleanroom.com/sale-42652097-customizable-iso-class-8-clean-room-booth-cleanroom-solution-gmp-clean-room.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652097-customizable-iso-class-8-clean-room-booth-cleanroom-solution-gmp-clean-room.html	(from https://www.ffu-cleanroom.com/)
11:16:50	175728/175728	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:50%20GMT	https://www.ffu-cleanroom.com/sale-52838669-ec-dual-dc-motor-ffu-fan-filter-unit-h13-hepa-air-purification-for-iso-cleanrooms.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-52838669-ec-dual-dc-motor-ffu-fan-filter-unit-h13-hepa-air-purification-for-iso-cleanrooms.html	(from https://www.ffu-cleanroom.com/)
11:16:51	162506/162506	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:50%20GMT	https://www.ffu-cleanroom.com/sale-52350542-dual-person-air-shower-201-stainless-steel-energy-saving-design-iso-certified-for-pharma-labs.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-52350542-dual-person-air-shower-201-stainless-steel-energy-saving-design-iso-certified-for-pharma-labs.html	(from https://www.ffu-cleanroom.com/)
11:16:51	174873/174873	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:51%20GMT	https://www.ffu-cleanroom.com/sale-52360813-gmp-compliant-201-stainless-air-shower-1240x2000x2100mm-pharma-grade-twin-airflow.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-52360813-gmp-compliant-201-stainless-air-shower-1240x2000x2100mm-pharma-grade-twin-airflow.html	(from https://www.ffu-cleanroom.com/)
11:16:51	178081/178081	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:51%20GMT	https://www.ffu-cleanroom.com/sale-42652017-pharma-air-shower-room-sus304-cleanroom-air-shower-system-for-food-drinking.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652017-pharma-air-shower-room-sus304-cleanroom-air-shower-system-for-food-drinking.html	(from https://www.ffu-cleanroom.com/)
11:16:52	170889/170889	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:51%20GMT	https://www.ffu-cleanroom.com/sale-42652018-ac-220v-3p-air-shower-cleanroom-air-shower-device-for-pharma-medical-purification.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652018-ac-220v-3p-air-shower-cleanroom-air-shower-device-for-pharma-medical-purification.html	(from https://www.ffu-cleanroom.com/)
11:16:52	186237/186237	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:52%20GMT	https://www.ffu-cleanroom.com/sale-42652019-small-air-shower-room-system-for-pharma-modular-dust-free-clean-room-equipment.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652019-small-air-shower-room-system-for-pharma-modular-dust-free-clean-room-equipment.html	(from https://www.ffu-cleanroom.com/)
11:16:53	187617/187617	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:52%20GMT	https://www.ffu-cleanroom.com/sale-42652020-double-blowing-industrial-air-shower-wind-speed-adjustable-flow-hood-air-shower.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652020-double-blowing-industrial-air-shower-wind-speed-adjustable-flow-hood-air-shower.html	(from https://www.ffu-cleanroom.com/)
11:16:53	199972/199972	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:52%20GMT	https://www.ffu-cleanroom.com/sale-42652021-painted-exterior-cold-plate-interior-stainless-steel-air-shower-with-large-air-volume.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652021-painted-exterior-cold-plate-interior-stainless-steel-air-shower-with-large-air-volume.html	(from https://www.ffu-cleanroom.com/)
11:16:53	175503/175503	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:53%20GMT	https://www.ffu-cleanroom.com/sale-42652022-wind-speed-controlled-air-shower-room-stainless-steel-air-shower-clean-room-1800w.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652022-wind-speed-controlled-air-shower-room-stainless-steel-air-shower-clean-room-1800w.html	(from https://www.ffu-cleanroom.com/)
11:16:54	189868/189868	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:53%20GMT	https://www.ffu-cleanroom.com/sale-42652026-customized-clean-room-air-shower-modular-air-shower-oem-odm-acceptable.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652026-customized-clean-room-air-shower-modular-air-shower-oem-odm-acceptable.html	(from https://www.ffu-cleanroom.com/)
11:16:54	191784/191784	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:53%20GMT	https://www.ffu-cleanroom.com/sale-42652027-explosion-proof-air-shower-room-0-99s-adjustable-time-clean-room-booth-customized.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652027-explosion-proof-air-shower-room-0-99s-adjustable-time-clean-room-booth-customized.html	(from https://www.ffu-cleanroom.com/)
11:16:54	186561/186561	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:54%20GMT	https://www.ffu-cleanroom.com/sale-42652028-oversized-floor-to-ceiling-air-shower-cargo-ss-air-shower-double-sliding-doors.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652028-oversized-floor-to-ceiling-air-shower-cargo-ss-air-shower-double-sliding-doors.html	(from https://www.ffu-cleanroom.com/)
11:16:55	197682/197682	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:54%20GMT	https://www.ffu-cleanroom.com/sale-42652030-customized-air-shower-room-right-angle-intelligent-air-shower-oem-odm-acceptable.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652030-customized-air-shower-room-right-angle-intelligent-air-shower-oem-odm-acceptable.html	(from https://www.ffu-cleanroom.com/)
11:16:55	201921/201921	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2004:16:54%20GMT	https://www.ffu-cleanroom.com/sale-42652032-intelligent-air-shower-room-3000w-cargo-air-shower-customized-for-lab.html	C:/Users/tungb/Downloads/E-commerce%20Industrial/E-commerce%20Industrial/www.ffu-cleanroom.com/sale-42652032-intelligent-air-shower-room-3000w-cargo-air-shower-customized-for-lab.html	(from https://www.ffu-cleanroom.com/)
